"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Malignant neoplasm of nasopharynx"	"147"	6672	2320363006	0.3
	"Postcricoid region"	"148.0"	16	2320363006	0.0 (Unreliable)
	"Pyriform fossa"	"148.1"	2180	2320363006	0.1
	"Other specified parts"	"148.8"	12	2320363006	0.0 (Unreliable)
	"Part unspecified"	"148.9"	3922	2320363006	0.2
	"Malignant neoplasm of pharynx, unspecified"	"149"	14494	2320363006	0.6
	"Malignant neoplasm of esophagus"	"150"	72228	2320363006	3.1
	"Cardia"	"151.0"	2602	2320363006	0.1
	"Pylorus"	"151.1"	373	2320363006	0.0
	"Other specified parts"	"151.8"	910	2320363006	0.0
	"Part unspecified"	"151.9"	165526	2320363006	7.1
	"Duodenum"	"152.0"	2466	2320363006	0.1
	"Jejunum"	"152.1"	1050	2320363006	0.0
	"Ileum"	"152.2"	989	2320363006	0.0
	"Part unspecified"	"152.9"	2897	2320363006	0.1
	"Cecum, appendix and ascending colon"	"153.0"	45858	2320363006	2.0
	"Transverse colon, including hepatic and splenic flexures"	"153.1"	12901	2320363006	0.6
	"Descending colon"	"153.2"	10404	2320363006	0.4
	"Sigmoid colon"	"153.3"	48139	2320363006	2.1
	"Large intestine (including colon), part unspecified"	"153.8"	285269	2320363006	12.3
	"Intestinal tract, part unspecified"	"153.9"	19846	2320363006	0.9
	"Rectosigmoid junction"	"154.0"	16456	2320363006	0.7
	"Rectum"	"154.1"	92037	2320363006	4.0
	"Anal canal"	"154.2"	600	2320363006	0.0
	"Liver"	"155.0"	24588	2320363006	1.1
	"Intrahepatic bile ducts"	"155.1"	2283	2320363006	0.1
	"Gallbladder"	"156.0"	27698	2320363006	1.2
	"Extraheptic bile ducts"	"156.1"	13094	2320363006	0.6
	"Ampulla of Vater"	"156.2"	3660	2320363006	0.2
	"Biliary tract, unspecified"	"156.9"	3272	2320363006	0.1
	"Head"	"157.0"	23353	2320363006	1.0
	"Other specified parts"	"157.8"	4111	2320363006	0.2
	"Unspecified"	"157.9"	179372	2320363006	7.7
	"Retroperitoneal tissue"	"158.0"	5523	2320363006	0.2
	"Other parts"	"158.9"	3016	2320363006	0.1
	"Malignant neoplasm of unspecified digestive organs"	"159"	7651	2320363006	0.3
	"Nose (internal) and nasal cavities"	"160.0"	1428	2320363006	0.1
	"Eustachian tube and middle ear"	"160.1"	310	2320363006	0.0
	"Maxiliary sinus"	"160.2"	3352	2320363006	0.1
	"Other sinus"	"160.8"	743	2320363006	0.0
	"Unspecified sinus"	"160.9"	639	2320363006	0.0
	"Glottis, true vocal cord"	"161.0"	620	2320363006	0.0
	"Other specified parts"	"161.8"	1715	2320363006	0.1
	"Part unspecified"	"161.9"	32237	2320363006	1.4
	"Trachea"	"162.0"	1582	2320363006	0.1
	"Bronchus and lung"	"162.1"	833877	2320363006	35.9
	"Pleura"	"163.0"	3313	2320363006	0.1
	"Mediastinum"	"163.1"	3342	2320363006	0.1
	"Site unspecified"	"163.9"	1474	2320363006	0.1
	"Bones of skull and face"	"170.0"	2861	2320363006	0.1
	"Lower jaw bone"	"170.1"	1923	2320363006	0.1
	"Vertebral column (excluding sacrum and coccyx)"	"170.2"	2665	2320363006	0.1
	"Ribs, sternum, and clavicle"	"170.3"	718	2320363006	0.0
	"Long bones of upper limb and scapula"	"170.4"	777	2320363006	0.0
	"Upper limb, short bones"	"170.5"	17	2320363006	0.0 (Unreliable)
	"Pelvic bones, sacrum, coccyx"	"170.6"	1651	2320363006	0.1
	"Lower limb, long bones"	"170.7"	2361	2320363006	0.1
	"Lower limb, short bones"	"170.8"	120	2320363006	0.0
	"Site unspecified"	"170.9"	6567	2320363006	0.3
	"Head, face, and neck"	"171.0"	520	2320363006	0.0
	"Trunk"	"171.1"	2883	2320363006	0.1
	"Upper limb (including shoulder)"	"171.2"	690	2320363006	0.0
	"Lower limb (including hip)"	"171.3"	2525	2320363006	0.1
	"Site unspecified"	"171.9"	10060	2320363006	0.4
	"Lips"	"172.0"	37	2320363006	0.0
	"Eyelids, including canthi"	"172.1"	32	2320363006	0.0
	"Ear and external auricular canal"	"172.2"	259	2320363006	0.0
	"Other and unspecified parts of face"	"172.3"	839	2320363006	0.0
	"Scalp and neck"	"172.4"	981	2320363006	0.0
	"Scrotum"	"172.5"	12	2320363006	0.0 (Unreliable)
	"Trunk, except scrotum"	"172.6"	2765	2320363006	0.1
	"Upper limb"	"172.7"	1458	2320363006	0.1
	"Lower limb"	"172.8"	2480	2320363006	0.1
	"Site unspecified"	"172.9"	30890	2320363006	1.3
	"Lips"	"173.0"	214	2320363006	0.0
	"Eyelids, including canthi"	"173.1"	130	2320363006	0.0
	"Ear and external auricular canal"	"173.2"	846	2320363006	0.0
	"Other and unspecified part of face"	"173.3"	6160	2320363006	0.3
	"Scalp and neck"	"173.4"	2757	2320363006	0.1
	"Scrotum"	"173.5"	158	2320363006	0.0
	"Trunk, except scrotum"	"173.6"	2546	2320363006	0.1
	"Upper limb"	"173.7"	456	2320363006	0.0
	"Lower limb"	"173.8"	586	2320363006	0.0
	"Site unspecified"	"173.9"	2136	2320363006	0.1
	"Malignant neoplasm of breast"	"174"	349594	2320363006	15.1
	"Malignant neoplasm of cervix uteri"	"180"	66899	2320363006	2.9
	"Chorionepithelioma"	"181"	441	2320363006	0.0
	"Corpus uteri"	"182.0"	24806	2320363006	1.1
	"Uterus, unspecified"	"182.9"	37090	2320363006	1.6
	"Ovary"	"183.0"	111037	2320363006	4.8
	"Fallopian tube and broad ligament"	"183.1"	1438	2320363006	0.1
	"Part unspecified"	"183.9"	36	2320363006	0.0
	"Vagina"	"184.0"	3785	2320363006	0.2
	"Vulva"	"184.1"	5711	2320363006	0.2
	"Other specified sites"	"184.8"	21	2320363006	0.0
	"Site unspecified"	"184.9"	798	2320363006	0.0
	"Malignant neoplasm of prostate"	"185"	207193	2320363006	8.9
	"Malignant neoplasm of testis"	"186"	7995	2320363006	0.3
	"Penis"	"187.0"	2436	2320363006	0.1
	"Other specified sites"	"187.8"	152	2320363006	0.0
	"Site unspecified"	"187.9"	240	2320363006	0.0
	"Malignant neoplasm of bladder"	"188"	101008	2320363006	4.4
	"Kidney, except pelvis"	"189.0"	70565	2320363006	3.0
	"Pelvis of kidney"	"189.1"	958	2320363006	0.0
	"Ureter"	"189.2"	2506	2320363006	0.1
	"Other and unspecified"	"189.9"	1995	2320363006	0.1
	"Malignant neoplasm of eye"	"190"	3712	2320363006	0.2
	"Malignant neoplasm of brain"	"191"	70658	2320363006	3.0
	"Cranial nerves (including optic)"	"192.0"	205	2320363006	0.0
	"Cerebral meninges"	"192.1"	440	2320363006	0.0
	"Spinal cord"	"192.2"	1393	2320363006	0.1
	"Spinal meninges"	"192.3"	20	2320363006	0.0
	"Peripheral nerves"	"192.4"	1551	2320363006	0.1
	"Sympathetic nervous system"	"192.5"	3034	2320363006	0.1
	"Site unspecified"	"192.9"	15667	2320363006	0.7
	"Malignant neoplasm of thyroid gland"	"193"	11108	2320363006	0.5
	"Suprarenal gland"	"194.0"	3022	2320363006	0.1
	"Parathyroid gland"	"194.1"	131	2320363006	0.0
	"Thymus"	"194.2"	911	2320363006	0.0
	"Pituitary gland and craniopharyngeal duct"	"194.3"	373	2320363006	0.0
	"Pineal gland"	"194.4"	144	2320363006	0.0
	"Other"	"194.8"	168	2320363006	0.0
	"Unspecified endocrine gland"	"194.9"	24	2320363006	0.0
	"Abdomen, intra-abdominal cancer"	"195.0"	17203	2320363006	0.7
	"Pelvis, pelvic viscera, rectovaginal septum"	"195.1"	3841	2320363006	0.2
	"Other"	"195.9"	10091	2320363006	0.4
	"Head, face, and neck"	"196.0"	721	2320363006	0.0
	"Intrathoracic"	"196.1"	100	2320363006	0.0
	"Intra-abdominal"	"196.2"	76	2320363006	0.0
	"Axillary and upper limb"	"196.3"	65	2320363006	0.0
	"Inguinal and lower limb"	"196.4"	102	2320363006	0.0
	"Other specified sites"	"196.7"	86	2320363006	0.0
	"Multiple sites"	"196.8"	103	2320363006	0.0
	"Site unspecified"	"196.9"	640	2320363006	0.0
	"Lung, specified as secondary"	"197.0"	9477	2320363006	0.4
	"Mediastinum, specified as secondary"	"197.1"	273	2320363006	0.0
	"Pleura, specified as secondary"	"197.2"	1944	2320363006	0.1
	"Other respiratory organs, specified as secondary"	"197.3"	320	2320363006	0.0
	"Small intestine, including duodenum, specified as secondary"	"197.4"	102	2320363006	0.0
	"Large intestine and rectum, specified as secondary"	"197.5"	691	2320363006	0.0
	"Peritoneum, specified as secondary"	"197.6"	1271	2320363006	0.1
	"Liver, specified as secondary"	"197.7"	22341	2320363006	1.0
	"Liver, unspecified"	"197.8"	30765	2320363006	1.3
	"Other digestive organs, specified as secondary"	"197.9"	623	2320363006	0.0
	"Bladder specified as secondary"	"198.0"	143	2320363006	0.0
	"Other urinary organs, specified as secondary"	"198.1"	146	2320363006	0.0
	"Skin, specified as secondary"	"198.2"	389	2320363006	0.0
	"Brain, specified as secondary"	"198.3"	7328	2320363006	0.3
	"Other parts of nervous system, specified as secondary"	"198.4"	618	2320363006	0.0
	"Bone, specified as secondary"	"198.5"	4879	2320363006	0.2
	"Other sites, specified as secondary"	"198.9"	9418	2320363006	0.4
	"Multiple"	"199.0"	122264	2320363006	5.3
	"Other"	"199.1"	18980	2320363006	0.8
	"Reticulum-cell sarcoma"	"200.0"	28000	2320363006	1.2
	"Lymphosarcoma"	"200.1"	41891	2320363006	1.8
	"Hodgkin's disease"	"201"	31553	2320363006	1.4
	"Giant follicular lymphoma"	"202.0"	685	2320363006	0.0
	"Mycosis fungoides"	"202.1"	1214	2320363006	0.1
	"Other primary malignant neoplasms of lymphoid tissue"	"202.2"	40958	2320363006	1.8
	"Other forms of lymphoma"	"202.9"	39	2320363006	0.0
	"Multiple myeloma"	"203"	55487	2320363006	2.4
	"Acute"	"204.0"	17776	2320363006	0.8
	"Chronic"	"204.1"	25818	2320363006	1.1
	"Unspecified"	"204.9"	8078	2320363006	0.3
	"Acute"	"205.0"	44332	2320363006	1.9
	"Chronic"	"205.1"	18954	2320363006	0.8
	"Unspecified"	"205.9"	6233	2320363006	0.3
	"Acute"	"206.0"	4195	2320363006	0.2
	"Chronic"	"206.1"	214	2320363006	0.0
	"Unspecified"	"206.9"	1372	2320363006	0.1
	"Leukemia, acute"	"207.0"	18129	2320363006	0.8
	"Leukemia, chronic"	"207.1"	1449	2320363006	0.1
	"Acute erythremia"	"207.2"	1972	2320363006	0.1
	"Leukemia, unspecified"	"207.9"	13249	2320363006	0.6
	"Polycythemia vera"	"208"	5905	2320363006	0.3
	"Myelofibrosis"	"209"	10443	2320363006	0.5
	"Lip"	"210.0"	0	2320363006	0.0 (Unreliable)
	"Tongue"	"210.1"	5	2320363006	0.0 (Unreliable)
	"Salivary gland"	"210.2"	64	2320363006	0.0
	"Floor of mouth"	"210.3"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified parts of mouth"	"210.4"	30	2320363006	0.0
	"Tonsil"	"210.5"	2	2320363006	0.0 (Unreliable)
	"Other parts of oropharynx"	"210.6"	4	2320363006	0.0 (Unreliable)
	"Nasopharynx"	"210.7"	4	2320363006	0.0 (Unreliable)
	"Hypopharynx"	"210.8"	2	2320363006	0.0 (Unreliable)
	"Pharynx unspecified"	"210.9"	3	2320363006	0.0 (Unreliable)
	"Esophagus"	"211.0"	23	2320363006	0.0
	"Stomach"	"211.1"	311	2320363006	0.0
	"Small intestine"	"211.2"	214	2320363006	0.0
	"Large intestine, except rectum"	"211.3"	1209	2320363006	0.1
	"Rectum"	"211.4"	235	2320363006	0.0
	"Liver and biliary passages"	"211.5"	171	2320363006	0.0
	"Pancreas"	"211.6"	132	2320363006	0.0
	"Peritoneum and retroperitoneal tissue"	"211.7"	53	2320363006	0.0
	"Unspecified site"	"211.9"	31	2320363006	0.0
	"Nose, nasal cavities, middle ear, and accessory sinuses"	"212.0"	15	2320363006	0.0 (Unreliable)
	"Larynx"	"212.1"	62	2320363006	0.0
	"Trachea"	"212.2"	25	2320363006	0.0
	"Bronchus and lung"	"212.3"	720	2320363006	0.0
	"Pleura"	"212.4"	24	2320363006	0.0
	"Mediastinum"	"212.5"	59	2320363006	0.0
	"Unspecified site"	"212.9"	135	2320363006	0.0
	"Exostosis"	"213.0"	28	2320363006	0.0
	"Osteoma"	"213.1"	9	2320363006	0.0 (Unreliable)
	"Chondroma, enchondroma, myxochondroma"	"213.2"	19	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"213.9"	64	2320363006	0.0
	"Skin and subcutaneous tissue"	"214.0"	1	2320363006	0.0 (Unreliable)
	"Spermatic cord"	"214.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"214.9"	118	2320363006	0.0
	"Other benign neoplasm of muscular and connective tissue"	"215"	485	2320363006	0.0
	"Epidermis"	"216.0"	2	2320363006	0.0 (Unreliable)
	"Hair follicles and sebaceous glands"	"216.1"	1	2320363006	0.0 (Unreliable)
	"Sweat glands and sweat ducts"	"216.2"	6	2320363006	0.0 (Unreliable)
	"Other"	"216.8"	123	2320363006	0.0
	"Unspecified"	"216.9"	9	2320363006	0.0 (Unreliable)
	"Benign neoplasm of breast"	"217"	37	2320363006	0.0
	"Uterine fibroma"	"218"	1031	2320363006	0.0
	"Papiloma, polyp"	"219.0"	25	2320363006	0.0
	"Benign cyst"	"219.1"	12	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"219.9"	32	2320363006	0.0
	"Teratoma (dermoid) not specified as malignant"	"220.0"	60	2320363006	0.0
	"Cystadenoma; benign ovarian cyst"	"220.1"	572	2320363006	0.0
	"Fibroma"	"220.2"	17	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"220.9"	74	2320363006	0.0
	"Fallopian tube and broad ligament"	"221.0"	15	2320363006	0.0 (Unreliable)
	"Vagina"	"221.1"	4	2320363006	0.0 (Unreliable)
	"Vulva"	"221.2"	6	2320363006	0.0 (Unreliable)
	"Other specified sites"	"221.8"	0	2320363006	0.0 (Unreliable)
	"Unspecified site"	"221.9"	7	2320363006	0.0 (Unreliable)
	"Testis"	"222.0"	3	2320363006	0.0 (Unreliable)
	"Penis"	"222.1"	1	2320363006	0.0 (Unreliable)
	"Other specified sites"	"222.8"	3	2320363006	0.0 (Unreliable)
	"Unspecified site"	"222.9"	0	2320363006	0.0 (Unreliable)
	"Kidney, except pelvis"	"223.0"	68	2320363006	0.0
	"Pelvis of kidney"	"223.1"	1	2320363006	0.0 (Unreliable)
	"Ureter"	"223.2"	6	2320363006	0.0 (Unreliable)
	"Bladder"	"223.3"	72	2320363006	0.0
	"Other specified sites"	"223.8"	1	2320363006	0.0 (Unreliable)
	"Unspecified site"	"223.9"	1	2320363006	0.0 (Unreliable)
	"Benign neoplasm of eye"	"224"	5	2320363006	0.0 (Unreliable)
	"Brain"	"225.0"	1697	2320363006	0.1
	"Cranial nerves (including optic)"	"225.1"	883	2320363006	0.0
	"Cerebral meninges"	"225.2"	3735	2320363006	0.2
	"Spinal cord"	"225.3"	108	2320363006	0.0
	"Spinal meninges"	"225.4"	62	2320363006	0.0
	"Peripheral nerves"	"225.5"	244	2320363006	0.0
	"Sympathetic nervous system"	"225.6"	30	2320363006	0.0
	"Unspecified site"	"225.9"	2072	2320363006	0.1
	"Suprarenal gland"	"226.0"	211	2320363006	0.0
	"Thymus"	"226.1"	174	2320363006	0.0
	"Pituitary gland and craniopharyngeal duct (pouch)"	"226.2"	1740	2320363006	0.1
	"Pineal gland"	"226.3"	206	2320363006	0.0
	"Carotid body"	"226.4"	11	2320363006	0.0 (Unreliable)
	"Other specified endocrine glands"	"226.8"	65	2320363006	0.0
	"Unspecified site"	"226.9"	10	2320363006	0.0 (Unreliable)
	"Hemangioma (of skin)"	"227.0"	159	2320363006	0.0
	"Hemangioma of other sites"	"227.1"	364	2320363006	0.0
	"Lymphangioma"	"227.2"	428	2320363006	0.0
	"Benign neoplasm of other and unspecified organs and tissues"	"228"	1212	2320363006	0.1
	"Esophagus"	"230.0"	128	2320363006	0.0
	"Stomach"	"230.1"	442	2320363006	0.0
	"Small intestine"	"230.2"	111	2320363006	0.0
	"Large intestine, excluding rectum"	"230.3"	800	2320363006	0.0
	"Rectum"	"230.4"	121	2320363006	0.0
	"Liver and biliary passages"	"230.5"	638	2320363006	0.0
	"Pancreas"	"230.6"	441	2320363006	0.0
	"Peritoneum"	"230.7"	294	2320363006	0.0
	"Unspecified site"	"230.9"	220	2320363006	0.0
	"Nose, nasal cavities, middle ear, and accessory sinuses"	"231.0"	25	2320363006	0.0
	"Larynx"	"231.1"	67	2320363006	0.0
	"Trachea"	"231.2"	32	2320363006	0.0
	"Bronchus and lung"	"231.3"	3031	2320363006	0.1
	"Pleura"	"231.4"	41	2320363006	0.0
	"Mediastinum"	"231.5"	593	2320363006	0.0
	"Unspecified site"	"231.9"	129	2320363006	0.0
	"Bone and cartilage"	"232.0"	183	2320363006	0.0
	"Muscular and connective tissue"	"232.1"	137	2320363006	0.0
	"Skin"	"232.2"	43	2320363006	0.0
	"Neoplasm of unspecified nature of breast"	"233"	44	2320363006	0.0
	"Carcinoma in situ of cervix uteri"	"234.0"	55	2320363006	0.0
	"Cervix uteri, other"	"234.1"	12	2320363006	0.0 (Unreliable)
	"Other and unspecified part"	"234.9"	93	2320363006	0.0
	"Neoplasm of unspecified nature of ovary"	"235"	193	2320363006	0.0
	"Fallopian tube and broad ligaments"	"236.0"	0	2320363006	0.0 (Unreliable)
	"Vagina"	"236.1"	3	2320363006	0.0 (Unreliable)
	"Vulva"	"236.2"	2	2320363006	0.0 (Unreliable)
	"Other specified sites"	"236.8"	0	2320363006	0.0 (Unreliable)
	"Unspecified site"	"236.9"	15	2320363006	0.0 (Unreliable)
	"Testis"	"237.0"	15	2320363006	0.0 (Unreliable)
	"Penis"	"237.1"	1	2320363006	0.0 (Unreliable)
	"Other and unspecified male genital organs"	"237.2"	5	2320363006	0.0 (Unreliable)
	"Kidney, except pelvis"	"237.3"	481	2320363006	0.0
	"Pelvis of kidney"	"237.4"	3	2320363006	0.0 (Unreliable)
	"Ureter"	"237.5"	15	2320363006	0.0 (Unreliable)
	"Bladder"	"237.6"	517	2320363006	0.0
	"Other and unspecified urinary orgsans"	"237.9"	6	2320363006	0.0 (Unreliable)
	"Eye"	"238.0"	10	2320363006	0.0 (Unreliable)
	"Brain"	"238.1"	21731	2320363006	0.9
	"Cranial nerves (including optic nerve)"	"238.2"	40	2320363006	0.0
	"Cerebral meninges"	"238.3"	5	2320363006	0.0 (Unreliable)
	"Spinal cord"	"238.4"	476	2320363006	0.0
	"Spinal meninges"	"238.5"	0	2320363006	0.0 (Unreliable)
	"Peripheral nerves"	"238.6"	8	2320363006	0.0 (Unreliable)
	"Sympathetic nervous system"	"238.7"	3	2320363006	0.0 (Unreliable)
	"Unspecified site"	"238.9"	99	2320363006	0.0
	"Buccal cavity and pharynx"	"239.0"	207	2320363006	0.0
	"Endocrine glands"	"239.1"	253	2320363006	0.0
	"Other and unspecified sites"	"239.9"	2364	2320363006	0.1
	"Endemic"	"240.0"	0	2320363006	0.0 (Unreliable)
	"Sporadic"	"240.1"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"240.9"	300	2320363006	0.0
	"Endemic"	"241.0"	0	2320363006	0.0 (Unreliable)
	"Sporadic"	"241.1"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"241.9"	145	2320363006	0.0
	"Toxic diffuse goiter"	"242.0"	272	2320363006	0.0
	"Toxic nodular goiter"	"242.1"	155	2320363006	0.0
	"Thyrotoxicosis without mention of goiter"	"242.2"	2786	2320363006	0.1
	"Cretinism of congenital origin"	"243"	109	2320363006	0.0
	"Myxedema"	"244"	4459	2320363006	0.2
	"Acute"	"245.0"	18	2320363006	0.0 (Unreliable)
	"Chronic"	"245.1"	70	2320363006	0.0
	"Unspecified"	"245.9"	39	2320363006	0.0
	"Other diseases of thyroid gland"	"246"	260	2320363006	0.0
	"With mention of acidosis or coma"	"250.0"	40078	2320363006	1.7
	"Without mention of acidosis or coma"	"250.9"	364174	2320363006	15.7
	"Disorders of pancreatic internal secretion other than diabetes mellitus"	"251"	2305	2320363006	0.1
	"Hyperparathyroidism"	"252.0"	763	2320363006	0.0
	"Hypoparathyroidism"	"252.1"	145	2320363006	0.0
	"Other and unspecified"	"252.9"	33	2320363006	0.0
	"Anterior pituitary hyperfunction"	"253.0"	229	2320363006	0.0
	"Anterior pituitary hypofunction"	"253.1"	628	2320363006	0.0
	"Chromophobe adenoma, pituitary"	"253.2"	699	2320363006	0.0
	"Other and unspecified"	"253.9"	994	2320363006	0.0
	"Diseases of thymus gland"	"254"	361	2320363006	0.0
	"Adrenal cortical hyperfunction"	"255.0"	152	2320363006	0.0
	"Adrenal cortical hypofunction"	"255.1"	1620	2320363006	0.1
	"Pheochromocytoma"	"255.2"	439	2320363006	0.0
	"Other and unspecified"	"255.9"	2160	2320363006	0.1
	"Hyperfunction"	"256.0"	71	2320363006	0.0
	"Hypofunction"	"256.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"256.9"	9	2320363006	0.0 (Unreliable)
	"Hyperfunction"	"257.0"	1	2320363006	0.0 (Unreliable)
	"Hypofunction"	"257.1"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"257.9"	0	2320363006	0.0 (Unreliable)
	"Cushing's syndrome"	"258.0"	496	2320363006	0.0
	"Polyglandular dysfunction"	"258.1"	46	2320363006	0.0
	"Other and unspecified diseases of endocrine system"	"258.9"	3265	2320363006	0.1
	"Night blindness"	"260.0"	0	2320363006	0.0 (Unreliable)
	"Xerophthalmia, keratomalacia"	"260.1"	0	2320363006	0.0 (Unreliable)
	"Other manifestation"	"260.8"	0	2320363006	0.0 (Unreliable)
	"Unspecified"	"260.9"	0	2320363006	0.0 (Unreliable)
	"Thiamine deficiency"	"261"	84	2320363006	0.0
	"Niacin deficiency"	"262"	50	2320363006	0.0
	"Ariboflavinosis"	"263.0"	1	2320363006	0.0 (Unreliable)
	"Vitamin B6 deficiency"	"263.1"	0	2320363006	0.0 (Unreliable)
	"Other"	"263.8"	51	2320363006	0.0
	"Unspecified"	"263.9"	171	2320363006	0.0
	"Ascorbic acid deficiency"	"264"	26	2320363006	0.0
	"Rickets active"	"265.0"	20	2320363006	0.0
	"Rickets, late effect"	"265.1"	1	2320363006	0.0 (Unreliable)
	"Osteomalacia"	"265.2"	59	2320363006	0.0
	"Unspecified"	"265.9"	1	2320363006	0.0 (Unreliable)
	"Vitamin K deficiency"	"266.0"	3	2320363006	0.0 (Unreliable)
	"Other"	"266.8"	1	2320363006	0.0 (Unreliable)
	"Unspecified"	"266.9"	108	2320363006	0.0
	"Protein malnutrition"	"267"	89	2320363006	0.0
	"Nutritional marasmus"	"268"	6216	2320363006	0.3
	"Sprue and steatorrhea"	"269.0"	229	2320363006	0.0
	"Malabsorption syndrome, unspecified"	"269.1"	1334	2320363006	0.1
	"Other and unspecified"	"269.9"	19976	2320363006	0.9
	"Phenylketonuria"	"270.0"	36	2320363006	0.0
	"Cystinuria"	"270.1"	7	2320363006	0.0 (Unreliable)
	"Other disorders of amino-acid transport"	"270.2"	46	2320363006	0.0
	"Cystinosis"	"270.3"	72	2320363006	0.0
	"Maple syrup disease"	"270.4"	28	2320363006	0.0
	"Disorders of purine and pyrimidine metabolism"	"270.5"	13	2320363006	0.0 (Unreliable)
	"Alkaptonuria"	"270.6"	4	2320363006	0.0 (Unreliable)
	"Other"	"270.8"	230	2320363006	0.0
	"Unspecified"	"270.9"	7	2320363006	0.0 (Unreliable)
	"Von Gierke's disease"	"271.0"	33	2320363006	0.0
	"Other and unspecified glycogen storage disease"	"271.1"	276	2320363006	0.0
	"Galactosemia"	"271.2"	34	2320363006	0.0
	"Fructosuria"	"271.3"	1	2320363006	0.0 (Unreliable)
	"Other"	"271.8"	42	2320363006	0.0
	"Unspecified"	"271.9"	3	2320363006	0.0 (Unreliable)
	"Xanhomatosis"	"272.0"	593	2320363006	0.0
	"Familial lipoprotein deficiency disorders"	"272.1"	4	2320363006	0.0 (Unreliable)
	"Lipid storage disorders"	"272.2"	463	2320363006	0.0
	"Other and unspecified"	"272.9"	42	2320363006	0.0
	"Cystic fibrosis"	"273.0"	6003	2320363006	0.3
	"Disorders of porphyrin metabolism"	"273.1"	214	2320363006	0.0
	"Hemochromatosis"	"273.2"	1165	2320363006	0.1
	"Hepatolenticular degeneration"	"273.3"	200	2320363006	0.0
	"Other disorders involving metabolism of minerals"	"273.4"	71	2320363006	0.0
	"Defective bilirubin excretion"	"273.5"	20	2320363006	0.0
	"Disorders of steroid metabolism"	"273.6"	72	2320363006	0.0
	"Other"	"273.8"	1030	2320363006	0.0
	"Unspecified"	"273.9"	87	2320363006	0.0
	"Gout"	"274"	2892	2320363006	0.1
	"Agammaglobulinemia"	"275.0"	243	2320363006	0.0
	"Hypogammaglobulinemia"	"275.1"	575	2320363006	0.0
	"Analbuminemia"	"275.2"	1	2320363006	0.0 (Unreliable)
	"Bisalbuminemia"	"275.3"	0	2320363006	0.0 (Unreliable)
	"Cryoglobulinemia"	"275.4"	73	2320363006	0.0
	"Macroglobulinemia"	"275.5"	1230	2320363006	0.1
	"Other and unspecified"	"275.9"	1424	2320363006	0.1
	"Amyloidosis"	"276"	3012	2320363006	0.1
	"Obesity not specified as of endocrine origin"	"277"	12767	2320363006	0.6
	"Hypervitaminosis A"	"278.0"	2	2320363006	0.0 (Unreliable)
	"Carotinemia"	"278.1"	2	2320363006	0.0 (Unreliable)
	"Hypervitaminosis D"	"278.2"	0	2320363006	0.0 (Unreliable)
	"Other and unspecified"	"278.9"	81	2320363006	0.0
	"Other and unspecified metabolic diseases"	"279"	5817	2320363006	0.3
	"Iron deficiency anemias"	"280"	1086	2320363006	0.0
	"Pernicious anemia"	"281.0"	2762	2320363006	0.1
	"Other vitamin B12 deficiency anemias"	"281.1"	5	2320363006	0.0 (Unreliable)
	"Folic acid deficiency anemia"	"281.2"	349	2320363006	0.0
	"Vitamin B6 deficiency anemia"	"281.3"	1	2320363006	0.0 (Unreliable)
	"Protein deficiency anemia"	"281.4"	3	2320363006	0.0 (Unreliable)
	"Other and unspecified deficiency anemia"	"281.9"	1047	2320363006	0.0
	"Familial acholuric jaundice"	"282.0"	71	2320363006	0.0
	"Hereditary elliptocytosis"	"282.1"	4	2320363006	0.0 (Unreliable)
	"Anemias due to glucose-6-phosphate dehydrogenase deficiency"	"282.2"	11	2320363006	0.0 (Unreliable)
	"Other hereditary nonspherocytic hemolytic anemia"	"282.3"	2	2320363006	0.0 (Unreliable)
	"Mediterranean anemia"	"282.4"	338	2320363006	0.0
	"Hemoglobinopathies"	"282.5"	3753	2320363006	0.2
	"Other"	"282.9"	2327	2320363006	0.1
	"Acute"	"283.0"	241	2320363006	0.0
	"Other"	"283.9"	1039	2320363006	0.0
	"Aplastic anemia"	"284"	12293	2320363006	0.5
	"Hypochromic anemia with iron loading"	"285.0"	667	2320363006	0.0
	"Other specified anemia"	"285.8"	56	2320363006	0.0
	"Anemia, unspecified"	"285.9"	10487	2320363006	0.5
	"Hemophilia"	"286.0"	466	2320363006	0.0
	"Christmas disease"	"286.1"	51	2320363006	0.0
	"Plasma thromboplastin antecedent deficiency"	"286.2"	5	2320363006	0.0 (Unreliable)
	"Vascular hemophilia"	"286.3"	62	2320363006	0.0
	"Hemorrhagic fibrinolysis"	"286.4"	60	2320363006	0.0
	"Circulating anticoagulants"	"286.5"	19	2320363006	0.0 (Unreliable)
	"Other"	"286.9"	6613	2320363006	0.3
	"Allergic purpura"	"287.0"	600	2320363006	0.0
	"Thrombocytopenia"	"287.1"	5052	2320363006	0.2
