(001-009) Intestinal infectious diseases
001   Cholera
170.1       Mandible
170.2       Vertebral column, excluding sacrum and coccyx
170.3       Ribs, sternum and clavicle
170.4       Scapula and long bones of upper limb
170.5       Short bones of upper limb
170.6       Pelvic bones, sacrum and coccyx
170.7       Long bones of lower limb
170.8       Short bones of lower limb
170.9       Bone and articular cartilage, site unspecified
171   Malignant neoplasm of connective and other soft tissue
171.0       Head, face and neck
171.2       Upper limb, including shoulder
171.3       Lower limb, including hip
171.4       Thorax
171.5       Abdomen
171.6       Pelvis
171.7       Trunk, unspecified
171.8       Other specified sites of connective and other soft tissue
171.9       Connective and other soft tissue, site unspecified
172   Malignant melanoma of skin
172.0       Lip
172.1       Eyelid, including canthus
172.2       Ear and external auditory canal
172.3       Other and unspecified parts of face
172.4       Scalp and neck
172.5       Trunk, except scrotum
172.6       Upper limb, including shoulder
172.7       Lower limb, including hip
172.8       Other specified sites of skin
172.9       Melanoma of skin, site unspecified
173   Other malignant neoplasm of skin
173.0       Skin of lip
173.1       Eyelid, including canthus
173.2       Skin of ear and external auditory canal
173.3       Skin of other and unspecified parts of face
173.4       Scalp and skin of neck
173.5       Skin of trunk, except scrotum
173.6       Skin of upper limb, including shoulder
173.7       Skin of lower limb, including hip
173.8       Other specified sites of skin
173.9       Skin, site unspecified
174   Malignant neoplasm of female breast
174.0       Nipple and areola
174.1       Central portion
174.2       Upper-inner quadrant
174.3       Lower-inner quadrant
174.4       Upper-outer quadrant
174.5       Lower-outer quadrant
174.6       Axillary tail
174.8       Other specified sites of female breast
174.9       Breast (female), unspecified
175   Malignant neoplasm of male breast
175.0       Nipple and areola
175.9       Other and unspecified sites of male breast
176   Kaposi's sarcoma
176.0       Skin
176.1       Soft tissue
176.2       Palate
176.3       Gastro-intestinal sites
176.4       Lung
176.5       Lymph nodes
176.8       Other specified sites
176.9       Unspecified
(179-189) Malignant neoplasm of genito-urinary organs
179   Malignant neoplasm of uterus, part unspecified
180   Malignant neoplasm of cervix uteri
180.0       Endocervix
180.1       Exocervix
180.8       Other specified sites of cervix
180.9       Cervix uteri, unspecified
181   Malignant neoplasm of placenta
182   Malignant neoplasm of body of uterus
182.0       Corpus uteri, except isthmus
182.1       Isthmus
182.8       Other specified sites of body of uterus
183   Malignant neoplasm of ovary and other uterine adnexa
183.0       Ovary
183.2       Fallopian tube
183.3       Broad ligament
183.4       Parametrium
183.5       Round ligament
183.8       Other specified sites of uterine adnexa
183.9       Uterine adnexa, unspecified
184   Malignant neoplasm of other and unspecified female genital organs
184.0       Vagina
184.1       Labia majora
184.2       Labia minora
184.3       Clitoris
184.4       Vulva, unspecified
184.8       Other specified sites of female genital organs
184.9       Female genital organ, site unspecified
185   Malignant neoplasm of prostate
186   Malignant neoplasm of testis
186.0       Undescended testis
186.9       Other and unspecified testis
187   Malignant neoplasm of penis and other male genital organs
187.1       Prepuce
187.2       Glans penis
187.3       Body of penis
187.4       Penis, part unspecified
187.5       Epididymis
187.6       Spermatic cord
187.7       Scrotum
187.8       Other specified sites of male genital organs
187.9       Male genital organ, site unspecified
188   Malignant neoplasm of bladder
188.0       Trigone of urinary bladder
188.1       Dome of urinary bladder
188.2       Lateral wall of urinary bladder
188.3       Anterior wall of urinary bladder
188.4       Posterior wall of urinary bladder
188.5       Bladder neck
188.6       Ureteric orifice
188.7       Urachus
188.8       Other specified sites of bladder
188.9       Bladder, part unspecified
189   Malignant neoplasm of kidney and other and unspecified urinary organs
189.0       Kidney, except pelvis
189.1       Renal pelvis
189.2       Ureter
189.3       Urethra
189.4       Paraurethral glands
189.8       Other specified sites of urinary organs
189.9       Urinary organ, site unspecified
(190-199) Malignant neoplasm of other and unspecified sites
190   Malignant neoplasm of eye
190.0       Eyeball, except conjunctiva, cornea, retina and choroid
190.1       Orbit
190.2       Lachrymal gland
190.3       Conjunctiva
190.4       Cornea
190.5       Retina
190.6       Choroid
190.7       Lachrymal duct
190.8       Other specified sites of eye
190.9       Eye, part unspecified
191   Malignant neoplasm of brain
191.0       Cerebrum, except lobes and ventricles
191.1       Frontal lobe
191.2       Temporal lobe
191.3       Parietal lobe
191.4       Occipital lobe
191.5       Ventricles
191.6       Cerebellum
191.7       Brain stem
191.8       Other parts of brain
191.9       Brain, unspecified
192   Malignant neoplasm of other and unspecified parts of nervous system
192.0       Cranial nerves
192.1       Cerebral meninges
192.2       Spinal cord
192.3       Spinal meninges
192.8       Other specified sites of nervous system
192.9       Nervous system, part unspecified
193   Malignant neoplasm of thyroid gland
194   Malignant neoplasm of other endocrine glands and related structures
194.0       Adrenal gland
194.1       Parathyroid gland
194.3       Pituitary gland and craniopharyngeal duct
194.4       Pineal gland
194.5       Carotid body
194.6       Aortic body and other paraganglia
194.8       Other
194.9       Endocrine gland, site unspecified
195   Malignant neoplasm of other and ill-defined sites
195.0       Head, face and neck
195.1       Thorax
195.2       Abdomen
195.3       Pelvis
195.4       Upper limb
195.5       Lower limb
195.8       Other specified sites
196   Secondary and unspecified malignant neoplasm of lymph nodes
196.0       Lymph nodes of head, face and neck
196.1       Intrathoracic lymph nodes
196.2       Intra-abdominal lymph nodes
196.3       Lymph nodes of axilla and upper limb
196.5       Lymph nodes of inguinal region and lower limb
196.6       Intrapelvic lymph nodes
196.8       Lymph nodes of multiple sites
196.9       Site unspecified
197   Secondary malignant neoplasm of respiratory and digestive systems
197.0       Lung
197.1       Mediastinum
197.2       Pleura
197.3       Other respiratory organs
197.4       Small intestine, including duodenum
197.5       Large intestine and rectum
197.6       Retroperitoneum and peritoneum
197.7       Liver, specified as secondary
197.8       Other digestive organs and spleen
198   Secondary malignant neoplasm of other specified sites
198.0       Kidney
198.1       Other urinary organs
198.2       Skin
198.3       Brain and spinal cord
198.4       Other parts of nervous system
198.5       Bone and bone marrow
198.6       Ovary
198.7       Adrenal gland
198.8       Other specified sites
198.81            Breast
198.82            Genital organs
198.89            Other
199   Malignant neoplasm without specification of site
199.0       Disseminated
199.1       Other
(200-208) Malignant neoplasm of lymphatic and haematopoietic tissue
200   Lymphosarcoma and reticulosarcoma
200.0       Reticulosarcoma
200.00            Unspecified site, extranodal and solid organ sites
200.01            Lymph nodes of head, face and neck
200.02            Intrathoracic lymph nodes
200.03            Intra-abdominal lymph nodes
200.04            Lymph nodes of axilla and upper limb
200.05            Lymph nodes of inguinal region and lower limb
200.06            Intrapelvic lymph nodes
200.07            Spleen
200.08            Lymph nodes of multiple sites
200.1       Lymphosarcoma
200.10            Unspecified site, extranodal and solid organ sites
200.11            Lymph nodes of head, face and neck
200.12            Intrathoracic lymph nodes
200.13            Intra-abdominal lymph nodes
200.14            Lymph nodes of axilla and upper limb
200.15            Lymph nodes of inguinal region and lower limb
200.16            Intrapelvic lymph nodes
200.17            Spleen
200.18            Lymph nodes of multiple sites
200.2       Burkitt's tumour or lymphoma
200.20            Unspecified site, extranodal and solid organ sites
200.21            Lymph nodes of head, face and neck
200.22            Intrathoracic lymph nodes
200.23            Intra-abdominal lymph nodes
200.24            Lymph nodes of axilla and upper limb
200.25            Lymph nodes of inguinal region and lower limb
200.26            Intrapelvic lymph nodes
200.27            Spleen
200.28            Lymph nodes of multiple sites
200.8       Other named variants
200.80            Unspecified site, extranodal and solid organ sites
200.81            Lymph nodes of head, face and neck
200.82            Intrathoracic lymph nodes
200.83            Intra-abdominal lymph nodes
200.84            Lymph nodes of axilla and upper limb
200.85            Lymph nodes of inguinal region and lower limb
200.86            Intrapelvic lymph nodes
200.87            Spleen
200.88            Lymph nodes of multiple sites
201   Hodgkin's disease
201.0       Hodgkin's paragranuloma
201.00            unspecified site, extranodal and solid organ sites
201.01            lymph nodes of head, face and neck
201.02            intrathoracic lymph nodes
201.03            intra-abdominal lymph nodes
201.04            lymph nodes of axilla and upper limb
201.05            lymph nodes of inguinal region and lower limb
201.06            intrapelvic lymph nodes
201.07            spleen
201.08            lymph nodes of multiple sites
201.1       Hodgkin's granuloma
201.10            unspecified site, extranodal and solid organ sites
201.11            lymph nodes of head, face and neck
201.12            intrathoracic lymph nodes
201.13            intra-abdominal lymph nodes
201.14            lymph nodes of axilla and upper limb
201.15            lymph nodes of inguinal region and lower limb
201.16            intrapelvic lymph nodes
201.17            spleen
201.18            lymph nodes of multiple sites
201.2       Hodgkin's sarcoma
201.20            unspecified site, extranodal and solid organ sites
201.21            lymph nodes of head, face and neck
201.22            intrathoracic lymph nodes
201.23            intra-abdominal lymph nodes
201.24            lymph nodes of axilla and upper limb
201.25            lymph nodes of inguinal region and lower limb
201.26            intrapelvic lymph nodes
201.27            spleen
201.28            lymph nodes of multiple sites
201.4       Lymphocytic-histiocytic predominance
201.40            unspecified site, extranodal and solid organ sites
201.41            lymph nodes of head, face and neck
201.42            intrathoracic lymph nodes
201.43            intra-abdominal lymph nodes
201.44            lymph nodes of axilla and upper limb
201.45            lymph nodes of inguinal region and lower limb
201.46            intrapelvic lymph nodes
201.47            spleen
201.48            lymph nodes of multiple sites
201.5       Nodular sclerosis
201.50            unspecified site, extranodal and solid organ sites
201.51            lymph nodes of head, face and neck
201.52            intrathoracic lymph nodes
201.53            intra-abdominal lymph nodes
201.54            lymph nodes of axilla and upper limb
201.55            lymph nodes of inguinal region and lower limb
201.56            intrapelvic lymph nodes
201.57            spleen
201.58            lymph nodes of multiple sites
201.6       Mixed cellularity
201.60            unspecified site, extranodal and solid organ sites
201.61            lymph nodes of head, face and neck
201.62            intrathoracic lymph nodes
201.63            intra-abdominal lymph nodes
201.64            lymph nodes of axilla and upper limb
201.65            lymph nodes of inguinal region and lower limb
201.66            intrapelvic lymph nodes
201.67            spleen
201.68            lymph nodes of multiple sites
201.7       Lymphocytic depletion
201.70            unspecified site, extranodal and solid organ sites
201.71            lymph nodes of head, face and neck
201.72            intrathoracic lymph nodes
201.73            intra-abdominal lymph nodes
201.74            lymph nodes of axilla and upper limb
201.75            lymph nodes of inguinal region and lower limb
201.76            intrapelvic lymph nodes
201.77            spleen
201.78            lymph nodes of multiple sites
201.9       Hodgkin's disease, unspecified
201.90            unspecified site, extranodal and solid organ sites
201.91            lymph nodes of head, face and neck
201.92            intrathoracic lymph nodes
201.93            intra-abdominal lymph nodes
201.94            lymph nodes of axilla and upper limb
201.95            lymph nodes of inguinal region and lower limb
201.96            intrapelvic lymph nodes
201.97            spleen
201.98            lymph nodes of multiple sites
202   Other malignant neoplasm of lymphoid and histiocytic tissue
202.0       Nodular lymphoma
202.00            unspecified site, extranodal and solid organ sites
202.01            lymph nodes of head, face and neck
202.02            intrathoracic lymph nodes
202.03            intra-abdominal lymph nodes
202.04            lymph nodes of axilla and upper limb
202.05            lymph nodes of inguinal region and lower limb
202.06            intrapelvic lymph nodes
202.07            spleen
202.08            lymph nodes of multiple sites
202.1       Mycosis fungoides
202.10            unspecified site, extranodal and solid organ sites
202.11            lymph nodes of head, face and neck
202.12            intrathoracic lymph nodes
202.13            intra-abdominal lymph nodes
202.14            lymph nodes of axilla and upper limb
202.15            lymph nodes of inguinal region and lower limb
202.16            intrapelvic lymph nodes
202.17            spleen
202.18            lymph nodes of multiple sites
202.2       Sézary's disease
202.20            unspecified site, extranodal and solid organ sites
202.21            lymph nodes of head, face and neck
202.22            intrathoracic lymph nodes
202.23            intra-abdominal lymph nodes
202.24            lymph nodes of axilla and upper limb
202.25            lymph nodes of inguinal region and lower limb
202.26            intrapelvic lymph nodes
202.27            spleen
202.28            lymph nodes of multiple sites
202.3       Malignant histiocytosis
202.30            unspecified site, extranodal and solid organ sites
202.31            lymph nodes of head, face and neck
202.32            intrathoracic lymph nodes
202.33            intra-abdominal lymph nodes
202.34            lymph nodes of axilla and upper limb
202.35            lymph nodes of inguinal region and lower limb
202.36            intrapelvic lymph nodes
202.37            spleen
202.38            lymph nodes of multiple sites
202.4       Leukaemic reticuloendotheliosis
202.40            unspecified site, extranodal and solid organ sites
202.41            lymph nodes of head, face and neck
202.42            intrathoracic lymph nodes
202.43            intra-abdominal lymph nodes
202.44            lymph nodes of axilla and upper limb
202.45            lymph nodes of inguinal region and lower limb
202.46            intrapelvic lymph nodes
202.47            spleen
202.48            lymph nodes of multiple sites
202.5       Letterer-Siwe disease
202.50            unspecified site, extranodal and solid organ sites
202.51            lymph nodes of head, face and neck
202.52            intrathoracic lymph nodes
202.53            intra-abdominal lymph nodes
202.54            lymph nodes of axilla and upper limb
202.55            lymph nodes of inguinal region and lower limb
202.56            intrapelvic lymph nodes
202.57            spleen
202.58            lymph nodes of multiple sites
202.6       Malignant mast cell tumours
202.60            unspecified site, extranodal and solid organ sites
202.61            lymph nodes of head, face and neck
202.62            intrathoracic lymph nodes
202.63            intra-abdominal lymph nodes
202.64            lymph nodes of axilla and upper limb
202.65            lymph nodes of inguinal region and lower limb
202.66            intrapelvic lymph nodes
202.67            spleen
202.68            lymph nodes of multiple sites
202.8       Other lymphomas
202.80            unspecified site, extranodal and solid organ sites
202.81            lymph nodes of head, face and neck
202.82            intrathoracic lymph nodes
202.83            intra-abdominal lymph nodes
202.84            lymph nodes of axilla and upper limb
202.85            lymph nodes of inguinal region and lower limb
202.86            intrapelvic lymph nodes
202.87            spleen
202.88            lymph nodes of multiple sites
202.9       Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue
202.90            unspecified site, extranodal and solid organ sites
202.91            lymph nodes of head, face and neck
202.92            intrathoracic lymph nodes
202.93            intra-abdominal lymph nodes
202.94            lymph nodes of axilla and upper limb
202.95            lymph nodes of inguinal region and lower limb
202.96            intrapelvic lymph nodes
202.97            spleen
202.98            lymph nodes of multiple sites
203   Multiple myeloma and immunoproliferative neoplasms
203.0       Multiple myeloma
203.00            without mention of remission
203.01            in remission
203.1       Plasma cell leukaemia
203.10            without mention of remission
203.11            in remission
203.8       Other immunoproliferative neoplasms
203.80            without mention of remission
203.81            in remission
204   Lymphoid leukaemia
204.0       Acute
204.00            without mention of remission
204.01            in remission
204.1       Chronic
204.10            without mention of remission
204.11            in remission
204.2       Subacute
204.20            without mention of remission
204.21            in remission
204.8       Other lymphoid leukaemia
204.80            without mention of remission
204.81            in remission
204.9       Unspecified lymphoid leukaemia
204.90            without mention of remission
204.91            in remission
205   Myeloid leukaemia
205.0       Acute
205.00            without mention of remission
205.01            in remission
205.1       Chronic
205.10            without mention of remission
205.11            in remission
205.2       Subacute
205.20            without mention of remission
205.21            in remission
205.3       Myeloid sarcoma
205.30            without mention of remission
205.31            in remission
205.8       Other myeloid leukaemia
205.80            without mention of remission
205.81            in remission
205.9       Unspecified myeloid leukaemia
205.90            without mention of remission
205.91            in remission
206   Monocytic leukaemia
206.0       Acute
206.00            without mention of remission
206.01            in remission
206.1       Chronic
206.10            without mention of remission
206.11            in remission
206.2       Subacute
206.20            without mention of remission
206.21            in remission
206.8       Other monocytic leukaemia
206.80            without mention of remission
206.81            in remission
206.9       Unspecified monocytic leukaemia
206.90            without mention of remission
206.91            in remission
207   Other specified leukaemia
207.0       Acute erythmaemia and erythroleukaemia
207.00            without mention of remission
207.01            in remission
207.1       Chronic erythmaemia
207.10            without mention of remission
207.11            in remission
207.2       Megakaryocytic leukaemia
207.20            without mention of remission
207.21            in remission
207.8       Other specified leukaemia
207.80            without mention of remission
207.81            in remission
208   Leukaemia of unspecified cell type
208.0       Acute
208.00            without mention of remission
208.01            in remission
208.1       Chronic
208.10            without mention of remission
208.11            in remission
208.2       Subacute
208.20            without mention of remission
208.21            in remission
208.8       Other leukaemia of unspecified cell type
208.80            without mention of remission
208.81            in remission
208.9       Unspecified leukaemia
208.90            without mention of remission
208.91            in remission
(210-229) Benign neoplasms
210   Benign neoplasm of lip, oral cavity and pharynx
210.0       Lip
210.1       Tongue
210.2       Major salivary glands
210.3       Floor of mouth
210.4       Other and unspecified parts of mouth
210.5       Tonsil
210.6       Other parts of oropharynx
210.7       Nasopharynx
210.8       Hypopharynx
210.9       Pharynx, unspecified
211   Benign neoplasm of other parts of digestive system
211.0       Oesophagus
211.1       Stomach
211.2       Duodenum, jejunum and ileum
211.3       Colon
211.4       Rectum and anal canal
211.5       Liver and biliary passages
211.6       Pancreas, except islets of Langerhans
211.7       Islets of Langerhans
211.8       Retroperitoneum and peritoneum
211.9       Other and unspecified site
212   Benign neoplasm of respiratory and intrathoracic organs
212.0       Nasal cavities, middle ear and accessory sinuses
212.1       Larynx
212.2       Trachea
212.3       Bronchus and lung
212.4       Pleura
212.5       Mediastinum
212.6       Thymus
212.7       Heart
212.8       Other specified sites
212.9       Site unspecified
213   Benign neoplasm of bone and articular cartilage
213.0       Bones of skull and face
213.1       Lower jaw bone
213.2       Vertebral column, excluding sacrum and coccyx
213.3       Ribs, sternum and clavicle
213.4       Scapula and long bones of upper limb
213.5       Short bones of upper limb
213.6       Pelvic bones, sacrum and coccyx
213.7       Long bones of lower limb
213.8       Short bones of lower limb
213.9       Bone and articular cartilage, site unspecified
214   Lipoma
214.0       Skin and subcutaneous tissue of face
214.1       Other skin and subcutaneous tissue
214.2       Intrathoracic organs
214.3       Intra-abdominal organs
214.4       Spermatic cord
214.8       Other specified sites
214.9       Lipoma, unspecified site
215   Other benign neoplasm of connective and other soft tissue
215.0       Head, face and neck
215.2       Upper limb, including shoulder
215.3       Lower limb, including hip
215.4       Thorax
215.5       Abdomen
215.6       Pelvis
215.7       Trunk, unspecified
215.8       Other specified sites
215.9       Site unspecified
216   Benign neoplasm of skin
216.0       Skin of lip
216.1       Eyelid, including canthus
216.2       Ear and external auditory canal
216.3       Skin of other and unspecified parts of face
216.4       Scalp and skin of neck
216.5       Skin of trunk, except scrotum
216.6       Skin of upper limb, including shoulder
216.7       Skin of lower limb, including hip
216.8       Other specified sites of skin
216.9       Skin, site unspecified
217   Benign neoplasm of breast
218   Uterine leiomyoma
218.0       Submucous leiomyoma of uterus
218.1       Intramural leiomyoma of uterus
218.2       Subserous leiomyoma of uterus
218.9       Leiomyoma of uterus, unspecified
219   Other benign neoplasm of uterus
219.0       Cervix uteri
219.1       Corpus uteri
219.8       Other specified parts of uterus
219.9       Uterus, part unspecified
220   Benign neoplasm of ovary
221   Benign neoplasm of other female genital organs
221.0       Fallopian tube and uterine ligaments
221.1       Vagina
221.2       Vulva
221.8       Other specified sites of female genital organs
221.9       Female genital organ, site unspecified
222   Benign neoplasm of male genital organs
222.0       Testis
222.1       Penis
222.2       Prostate
222.3       Epididymis
222.4       Scrotum
222.8       Other specified sites of male genital organs
222.9       Male genital organ, site unspecified
223   Benign neoplasm of kidney and other urinary organs
223.0       Kidney, except pelvis
223.1       Renal pelvis
223.2       Ureter
223.3       Bladder
223.8       Other specified sites of urinary organs
223.81            Urethra
223.89            Other
223.9       Urinary organ, site unspecified
224   Benign neoplasm of eye
224.0       Eyeball, except conjunctiva, cornea, retina and choroid
224.1       Orbit
224.2       Lachrymal gland
224.3       Conjunctiva
224.4       Cornea
224.5       Retina
224.6       Choroid
224.7       Lachrymal duct
224.8       Other specified parts of eye
224.9       Eye, part unspecified
225   Benign neoplasm of brain and other parts of nervous system
225.0       Brain
225.1       Cranial nerves
225.2       Cerebral meninges
225.3       Spinal cord
225.4       Spinal meninges
225.8       Other specified sites of nervous system
225.9       Nervous system, part unspecified
226   Benign neoplasm of thyroid gland
227   Benign neoplasm of other endocrine glands and related structures
227.0       Adrenal gland
227.1       Parathyroid gland
227.3       Pituitary gland and craniopharyngeal duct (pouch)
227.4       Pineal gland
227.5       Carotid body
227.6       Aortic body and other paraganglia
227.8       Other
227.9       Endocrine gland, site unspecified
228   Haemangioma and lymphangioma, any site
228.0       Haemangioma, any site
228.00            Of unspecified site
228.01            Of skin and subcutaneous tissue
228.02            Of intracranial structures
228.03            Of retina
228.04            Of intra-abdominal structures
228.09            Of other sites
228.1       Lymphangioma, any site
229   Benign neoplasm of other and unspecified sites
229.0       Lymph nodes
229.8       Other specified sites
229.9       Site unspecified
(230-234) Carcinoma in situ
230   Carcinoma in situ of digestive organs
230.0       Lip, oral cavity and pharynx
230.1       Oesophagus
230.2       Stomach
230.3       Colon
230.4       Rectum
230.5       Anal canal
230.6       Anus, unspecified
230.7       Other and unspecified parts of intestine
230.8       Liver and biliary system
230.9       Other and unspecified digestive organs
231   Carcinoma in situ of respiratory system
231.0       Larynx
231.1       Trachea
231.2       Bronchus and lung
231.8       Other specified parts of respiratory system
231.9       Respiratory system, part unspecified
232   Carcinoma in situ of skin
232.0       Skin of lip
232.1       Eyelid, including canthus
232.2       Ear and external auditory canal
232.3       Skin of other and unspecified parts of face
232.4       Scalp and skin of neck
232.5       Skin of trunk, except scrotum
232.6       Skin of upper limb, including shoulder
232.7       Skin of lower limb, including hip
232.8       Other specified sites of skin
232.9       Skin, site unspecified
233   Carcinoma in situ of breast and genito-urinary system
233.0       Breast
233.1       Cervix uteri
233.2       Other and unspecified parts of uterus
233.3       Other and unspecified female genital organs
233.4       Prostate
233.5       Penis
233.6       Other and unspecified male genital organs
233.7       Bladder
233.9       Other and unspecified urinary organs
234   Carcinoma in situ of other and unspecified sites
234.0       Eye
234.8       Other specified sites
234.9       Site unspecified
(235-238) Neoplasms of uncertain behaviour
235   Neoplasm of uncertain behaviour of digestive and respiratory systems
235.0       Major salivary glands
235.1       Lip, oral cavity and pharynx
235.2       Stomach, intestines and rectum
235.3       Liver and biliary passages
235.4       Retroperitoneum and peritoneum
235.5       Other and unspecified digestive organs
235.6       Larynx
235.7       Trachea, bronchus and lung
235.8       Pleura, thymus and mediastinum
235.9       Other and unspecified respiratory organs
236   Neoplasm of uncertain behaviour of genito-urinary organs
236.0       Uterus
236.1       Placenta
236.2       Ovary
236.3       Other and unspecified female genital organs
236.4       Testis
236.5       Prostate
236.6       Other and unspecified male genital organs
236.7       Bladder
236.9       Other and unspecified urinary organs
236.90            Urinary organ, unspecified
236.91            Kidney and ureter
236.99            Other
237   Neoplasm of uncertain behaviour of endocrine glands and nervous system
237.0       Pituitary gland and craniopharyngeal duct
237.1       Pineal gland
237.2       Adrenal gland
237.3       Paraganglia
237.4       Other and unspecified endocrine glands
237.5       Brain and spinal cord
237.6       Meninges
237.7       Neurofibromatosis
237.70            Neurofibromatosis, unspecified
237.71            Neurofibromatosis, type 1 [von Recklinghausen's disease]
237.72            Neurofibromatosis, type 2 [acoustic neurofibromatosis]
237.9       Other and unspecified parts of nervous system
238   Neoplasm of uncertain behaviour of other and unspecified sites and tissues
238.0       Bone and articular cartilage
238.1       Connective and other soft tissue
238.2       Skin
238.3       Breast
238.4       Polycythaemia vera
238.5       Histiocytic and mast cells
238.6       Plasma cells
238.7       Other lymphatic and haematopoietic tissues
238.8       Other specified sites
238.9       Site unspecified
(239-239) Neoplasms of unspecified nature
239   Neoplasm of unspecified nature
239.0       Digestive system
239.1       Respiratory system
239.2       Bone, soft tissue and skin
239.3       Breast
239.4       Bladder
239.5       Other genito-urinary organs
239.6       Brain
239.7       Endocrine glands and other parts of nervous system
239.8       Other specified sites
239.9       Site unspecified
(240-246) Disorders of thyroid gland
240   Simple and unspecified goitre
240.0       Goitre, specified as simple
240.9       Goitre, unspecified
241   Non-toxic nodular goitre
241.0       Non-toxic uninodular goitre
241.1       Non-toxic multinodular goitre
241.9       Unspecified non-toxic nodular goitre
242   Thyrotoxicosis with or without goitre
242.0       Toxic diffuse goitre
242.00            without mention of thyrotoxic crisis or storm
242.01            with mention of thyrotoxic crisis or storm
242.1       Toxic uninodular goitre
242.10            without mention of thyrotoxic crisis or storm
242.11            with mention of thyrotoxic crisis or storm
242.2       Toxic multinodular goitre
242.20            without mention of thyrotoxic crisis or storm
242.21            with mention of thyrotoxic crisis or storm
242.3       Toxic nodular goitre, unspecified
242.30            without mention of thyrotoxic crisis or storm
242.31            with mention of thyrotoxic crisis or storm
242.4       Thyrotoxicosis from ectopic thyroid nodule
242.40            without mention of thyrotoxic crisis or storm
242.41            with mention of thyrotoxic crisis or storm
242.8       Thyrotoxicosis of other specified origin
242.80            without mention of thyrotoxic crisis or storm
242.81            with mention of thyrotoxic crisis or storm
242.9       Thyrotoxicosis without mention of goitre or other cause
242.90            without mention of thyrotoxic crisis or storm
242.91            with mention of thyrotoxic crisis or storm
243   Congenital hypothyroidism
244   Acquired hypothyroidism
244.0       Postsurgical hypothyroidism
244.1       Other postablative hypothyroidism
244.2       Iodine hypothyroidism
244.3       Other iatrogenic hypothyroidism
244.8       Other specified acquired hypothyroidism
244.9       Unspecified hypothyroidism
245   Thyroiditis
245.0       Acute thyroiditis
245.1       Subacute thyroiditis
245.2       Chronic lymphocytic thyroiditis
245.3       Chronic fibrous thyroiditis
245.4       Iatrogenic thyroiditis
245.8       Other and unspecified chronic thyroiditis
245.9       Thyroiditis, unspecified
246   Other disorders of thyroid
246.0       Disorders of thyrocalcitonin secretion
246.1       Dyshormonogenic goitre
246.2       Cyst of thyroid
246.3       Haemorrhage and infarction of thyroid
246.8       Other specified disorders of thyroid
246.9       Unspecified disorder of thyroid
(250-259) Diseases of other endocrine glands
250   Diabetes mellitus
250.0       Diabetes mellitus without mention of complication
250.00            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.01            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.02            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.03            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.09            Unspecified whether adult-onset or juvenile type
250.1       Diabetes with ketoacidosis
250.10            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.11            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.12            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.13            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.19            Unspecified whether adult-onset or juvenile type
250.2       Diabetes with hyperosmolarity
250.20            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.21            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.22            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.23            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.29            Unspecified whether adult-onset or juvenile type
250.3       Diabetes with other coma
250.30            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.31            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.32            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.33            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.39            Unspecified whether adult-onset or juvenile type
250.4       Diabetes with renal manifestations
250.40            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.41            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.42            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.43            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.49            Unspecified whether adult-onset or juvenile type
250.5       Diabetes with ophthalmic manifestations
250.50            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.51            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
250.52            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled
250.53            Type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled
250.59            Unspecified whether adult-onset or juvenile type
250.6       Diabetes with neurological manifestations
250.60            Type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled
250.61            Type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled
